OBJECTID,observation_id,taxon_id,taxon_category_name,observer_id,observed_on,observed_on_month,observed_on_year,modified_on,quality_grade,latitude,longitude,uncertainty_m,taxon_genus_name,taxon_species_name,taxon_infraspecific_name,scientific_name,common_name,reference_url,SHAPE,long,lat,center_x,center_y,taxon_class_name_x,taxon_class_name_y
22672001,6981988,52821,Plantae,hfabian,2017-07-08T11:31:00-07:00,7,2017,2021-10-16T01:04:15+00:00,research,38.0686111111,-122.9158333333,,Achillea,millefolium,,Achillea millefolium,common yarrow,https://www.inaturalist.org/observations/6981988,"{'x': -122.91583333299997, 'y': 38.06861111100005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91583333299997,38.06861111100005,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
19270722,131971504,4345,Aves,swmpgrl99,2022-08-22T15:06:29-07:00,8,2022,2022-08-30T04:15:01+00:00,research,38.0274611667,-122.9605166667,4,Larus,occidentalis,,Larus occidentalis,Western Gull,https://www.inaturalist.org/observations/131971504,"{'x': -122.96051666699998, 'y': 38.02746116700007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96051666699998,38.02746116700007,-122.90530061399994,38.027592301000055,Aves,Aves
19230078,258314162,41777,Mammalia,datadan,2025-01-12T11:29:00-08:00,1,2025,2025-12-31T12:07:15+00:00,research,38.0691887322,-122.9175975678,15,Lontra,canadensis,,Lontra canadensis,Northern River Otter,https://www.inaturalist.org/observations/258314162,"{'x': -122.91759756799996, 'y': 38.06918873200004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91759756799996,38.06918873200004,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
16456542,173041425,47188,Other,alexbinck,2023-07-02T14:57:00-07:00,7,2023,2023-07-18T13:45:32+00:00,research,38.0694833333,-122.91752,4,Pachygrapsus,crassipes,,Pachygrapsus crassipes,Striped Shore Crab,https://www.inaturalist.org/observations/173041425,"{'x': -122.91751999999997, 'y': 38.06948333300005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91751999999997,38.06948333300005,-122.90530061399994,38.027592301000055,Malacostraca,Malacostraca
20421542,259082829,4793,Aves,pholroyd,2025-01-19T12:35:00-08:00,1,2025,2025-04-12T19:50:11+00:00,research,38.0276186006,-122.9614328387,17,Charadrius,vociferus,,Charadrius vociferus,Killdeer,https://www.inaturalist.org/observations/259082829,"{'x': -122.96143283899994, 'y': 38.02761860100003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96143283899994,38.02761860100003,-122.90530061399994,38.027592301000055,Aves,Aves
20528502,259104375,9176,Aves,pholroyd,2025-01-19T11:58:00-08:00,1,2025,2025-01-21T17:06:29+00:00,research,38.0277327094,-122.9614602104,2,Zonotrichia,leucophrys,,Zonotrichia leucophrys,White-crowned Sparrow,https://www.inaturalist.org/observations/259104375,"{'x': -122.96146020999998, 'y': 38.02773270900008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96146020999998,38.02773270900008,-122.90530061399994,38.027592301000055,Aves,Aves
16837388,257644033,41728,Mammalia,deezeewye,2024-12-30T13:21:11-08:00,12,2024,2025-04-11T09:56:52+00:00,research,38.0277666667,-122.9614633333,3,Mirounga,angustirostris,,Mirounga angustirostris,Northern Elephant Seal,https://www.inaturalist.org/observations/257644033,"{'x': -122.96146333299998, 'y': 38.02776666700004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96146333299998,38.02776666700004,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
20745632,301756646,53801,Plantae,francespark,2024-09-29T09:30:18-07:00,9,2024,2025-07-28T14:23:48+00:00,research,38.0275583333,-122.9616866667,4,Abronia,umbellata,,Abronia umbellata,Pink Sand Verbena,https://www.inaturalist.org/observations/301756646,"{'x': -122.96168666699998, 'y': 38.02755833300006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96168666699998,38.02755833300006,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
19486546,131417322,71135,Plantae,mtillett,2017-05-11T19:32:21-07:00,5,2017,2022-10-07T05:34:12+00:00,research,38.0284952033,-122.9616561905,283,Ambrosia,chamissonis,,Ambrosia chamissonis,silver burr ragweed,https://www.inaturalist.org/observations/131417322,"{'x': -122.96165618999999, 'y': 38.028495203000034, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96165618999999,38.028495203000034,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
17516246,258045347,41728,Mammalia,muber,2025-01-09T14:39:26-08:00,1,2025,2025-01-21T15:40:18+00:00,research,38.0275583333,-122.9619133333,4,Mirounga,angustirostris,,Mirounga angustirostris,Northern Elephant Seal,https://www.inaturalist.org/observations/258045347,"{'x': -122.96191333299998, 'y': 38.02755833300006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96191333299998,38.02755833300006,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
15980799,130896230,48479,Other,paulgbarnett,2022-07-25T11:46:00-07:00,7,2022,2022-08-15T17:35:04+00:00,research,38.0220833333,-122.8718033333,,Chrysaora,fuscescens,,Chrysaora fuscescens,Pacific Sea Nettle,https://www.inaturalist.org/observations/130896230,"{'x': -122.87180333299995, 'y': 38.02208333300007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.87180333299995,38.02208333300007,-122.90530061399994,38.027592301000055,Scyphozoa,Scyphozoa
21120451,6476798,60881,Plantae,lizzie_r,2017-05-29T15:35:03-07:00,5,2017,2017-06-03T09:45:06+00:00,research,38.0707321167,-122.9172210693,,Lonicera,involucrata,,Lonicera involucrata,twinberry honeysuckle,https://www.inaturalist.org/observations/6476798,"{'x': -122.91722106899999, 'y': 38.070732117000034, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91722106899999,38.070732117000034,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
19883627,5712137,41728,Mammalia,eldorado,2015-02-09T00:00:00+00:00,2,2015,2019-04-08T12:41:40+00:00,research,38.026731,-122.962508,26,Mirounga,angustirostris,,Mirounga angustirostris,Northern Elephant Seal,https://www.inaturalist.org/observations/5712137,"{'x': -122.96250799999996, 'y': 38.02673100000004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96250799999996,38.02673100000004,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
22110138,301450644,58058,Plantae,paulliinneee,2025-07-26T20:08:04-07:00,7,2025,2025-07-27T09:15:52+00:00,research,38.0673887123,-122.9345868559,28300,Heliotropium,curassavicum,,Heliotropium curassavicum,seaside heliotrope,https://www.inaturalist.org/observations/301450644,"{'x': -122.93458685599995, 'y': 38.067388712000024, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.93458685599995,38.067388712000024,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
20011543,217970062,78109,Plantae,olliecat,2024-05-24T09:11:00-07:00,5,2024,2025-02-04T19:46:20+00:00,research,38.0235969683,-122.9627947035,28300,Monardella,sinuata,,Monardella sinuata,Curly leaved monardella,https://www.inaturalist.org/observations/217970062,"{'x': -122.96279470299999, 'y': 38.02359696800005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96279470299999,38.02359696800005,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
16447918,5164133,3849,Aves,toddplummer,2017-02-18T10:42:00-08:00,2,2017,2017-10-03T05:08:34+00:00,research,38.0266965,-122.9629281,190,Calidris,alba,,Calidris alba,Sanderling,https://www.inaturalist.org/observations/5164133,"{'x': -122.96292809999994, 'y': 38.02669650000007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96292809999994,38.02669650000007,-122.90530061399994,38.027592301000055,Aves,Aves
20427326,48733763,60963,Plantae,joeysantore,2020-06-05T19:19:49-07:00,6,2020,2023-07-07T20:45:23+00:00,research,38.02646,-122.9633979722,,Eriophyllum,staechadifolium,,Eriophyllum staechadifolium,Lizard tail,https://www.inaturalist.org/observations/48733763,"{'x': -122.96339797199994, 'y': 38.02646000000004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96339797199994,38.02646000000004,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
21375724,259097303,48349,Plantae,alex_wentworth,2025-01-03T12:10:53-08:00,1,2025,2025-04-12T20:13:17+00:00,research,38.0612333333,-122.9468777778,,Vaccinium,ovatum,,Vaccinium ovatum,California huckleberry,https://www.inaturalist.org/observations/259097303,"{'x': -122.94687777799999, 'y': 38.061233333000075, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.94687777799999,38.061233333000075,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
22483717,259203767,9185,Aves,blensing,2025-01-19T10:49:00-08:00,1,2025,2025-04-12T22:58:33+00:00,research,38.0287963378,-122.9640345264,31,Zonotrichia,atricapilla,,Zonotrichia atricapilla,Golden-crowned Sparrow,https://www.inaturalist.org/observations/259203767,"{'x': -122.96403452599998, 'y': 38.02879633800006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96403452599998,38.02879633800006,-122.90530061399994,38.027592301000055,Aves,Aves
17628754,48283702,566549,Mammalia,datadan,2020-06-02T05:57:00-07:00,6,2020,2025-12-31T12:07:15+00:00,research,38.0349092787,-122.9642371089,244,Cervus,canadensis,nannodes,Cervus canadensis nannodes,Tule Elk,https://www.inaturalist.org/observations/48283702,"{'x': -122.96423710899995, 'y': 38.03490927900003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96423710899995,38.03490927900003,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
20036647,6319705,60971,Plantae,slloyd,2017-05-11T13:02:36-07:00,5,2017,2020-02-06T15:10:11+00:00,research,38.0737714959,-122.9255953848,28300,Layia,carnosa,,Layia carnosa,beach tidytips,https://www.inaturalist.org/observations/6319705,"{'x': -122.92559538499995, 'y': 38.07377149600006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.92559538499995,38.07377149600006,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
21235295,48859884,67419,Other,lenaz,2020-06-07T08:19:24-07:00,6,2020,2020-06-08T16:56:54+00:00,research,38.0232154014,-122.9678211368,32,Egregia,menziesii,,Egregia menziesii,Feather Boa Kelp,https://www.inaturalist.org/observations/48859884,"{'x': -122.96782113699999, 'y': 38.02321540100007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96782113699999,38.02321540100007,-122.90530061399994,38.027592301000055,Phaeophyceae,Phaeophyceae
21343368,48860033,49699,Other,lenaz,2020-06-07T08:26:37-07:00,6,2020,2020-06-08T18:24:54+00:00,research,38.0227996037,-122.9684033499,48,Pisaster,ochraceus,,Pisaster ochraceus,Ochre Sea Star,https://www.inaturalist.org/observations/48860033,"{'x': -122.96840334999996, 'y': 38.022799604000056, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96840334999996,38.022799604000056,-122.90530061399994,38.027592301000055,Asteroidea,Asteroidea
21250571,48860299,49699,Other,lenaz,2020-06-07T08:35:32-07:00,6,2020,2020-06-08T14:49:19+00:00,research,38.0220877239,-122.9695068939,12,Pisaster,ochraceus,,Pisaster ochraceus,Ochre Sea Star,https://www.inaturalist.org/observations/48860299,"{'x': -122.96950689399995, 'y': 38.02208772400007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96950689399995,38.02208772400007,-122.90530061399994,38.027592301000055,Asteroidea,Asteroidea
20950190,49199104,69923,Plantae,marcus_t,2020-05-26T12:26:19-07:00,5,2020,2023-07-07T21:32:02+00:00,research,38.07803333,-122.92043333,200,Parentucellia,latifolia,,Parentucellia latifolia,Broadleaf Glandweed,https://www.inaturalist.org/observations/49199104,"{'x': -122.92043332999998, 'y': 38.07803333000004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.92043332999998,38.07803333000004,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
22283501,6464078,60213,Plantae,lynnettebower,2017-05-31T13:19:10-07:00,5,2017,2017-10-02T23:29:06+00:00,research,38.0781528333,-122.9278116667,,Prunella,vulgaris,lanceolata,Prunella vulgaris lanceolata,lance selfheal,https://www.inaturalist.org/observations/6464078,"{'x': -122.92781166699996, 'y': 38.07815283300005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.92781166699996,38.07815283300005,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
18657033,173777759,9981,Aves,paulgbarnett,2023-07-06T13:00:00-07:00,7,2023,2023-07-19T16:44:48+00:00,research,38.0687870013,-122.9496425672,122,Passerculus,sandwichensis,,Passerculus sandwichensis,Savannah Sparrow,https://www.inaturalist.org/observations/173777759,"{'x': -122.94964256699996, 'y': 38.06878700100003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.94964256699996,38.06878700100003,-122.90530061399994,38.027592301000055,Aves,Aves
19938811,173777734,53212,Plantae,paulgbarnett,2023-07-06T11:43:00-07:00,7,2023,2025-04-04T07:21:14+00:00,research,38.068989717,-122.94998589,122,Silene,gallica,,Silene gallica,Common catchfly,https://www.inaturalist.org/observations/173777734,"{'x': -122.94998589, 'y': 38.06898971700008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.94998589,38.06898971700008,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
22453510,259025058,52764,Plantae,alex_wentworth,2025-01-03T11:41:32-08:00,1,2025,2025-04-12T18:23:56+00:00,research,38.0692833333,-122.9497583333,,Prunella,vulgaris,,Prunella vulgaris,common selfheal,https://www.inaturalist.org/observations/259025058,"{'x': -122.94975833299998, 'y': 38.069283333000044, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.94975833299998,38.069283333000044,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
20672028,259082838,12890,Aves,pholroyd,2025-01-19T15:22:00-08:00,1,2025,2025-04-12T19:50:11+00:00,research,38.0809874662,-122.9315279264,15,Catharus,guttatus,,Catharus guttatus,Hermit Thrush,https://www.inaturalist.org/observations/259082838,"{'x': -122.93152792599994, 'y': 38.08098746600007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.93152792599994,38.08098746600007,-122.90530061399994,38.027592301000055,Aves,Aves
18272377,216963742,47414,Other,ginosegre,2024-05-19T11:54:35-07:00,5,2024,2024-05-22T23:01:02+00:00,research,38.017483,-122.858555,104,Emerita,analoga,,Emerita analoga,Pacific Sand Crab,https://www.inaturalist.org/observations/216963742,"{'x': -122.85855499999997, 'y': 38.01748300000003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.85855499999997,38.01748300000003,-122.90530061399994,38.027592301000055,Malacostraca,Malacostraca
21149870,259104662,94802,Actinopterygii,pholroyd,2025-01-19T15:46:00-08:00,1,2025,2025-07-09T16:08:45+00:00,research,38.0820847026,-122.9335853345,20,Atherinopsis,californiensis,,Atherinopsis californiensis,Jack Silverside,https://www.inaturalist.org/observations/259104662,"{'x': -122.93358533399999, 'y': 38.08208470300008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.93358533399999,38.08208470300008,-122.90530061399994,38.027592301000055,Actinopterygii,Actinopterygii
18179062,5868858,42221,Mammalia,howardfriedman1,2017-04-18T17:23:00-07:00,4,2017,2018-08-13T18:27:17+00:00,research,37.9900224468,-122.9647224492,190,Odocoileus,hemionus,columbianus,Odocoileus hemionus columbianus,Black-tailed Deer,https://www.inaturalist.org/observations/5868858,"{'x': -122.96472244899996, 'y': 37.99002244700006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96472244899996,37.99002244700006,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
20266945,6868346,244380,Aves,catchang,2017-06-30T12:23:52-07:00,6,2017,2017-10-03T17:23:53+00:00,research,38.07885,-122.9425216667,,Zonotrichia,leucophrys,nuttalli,Zonotrichia leucophrys nuttalli,Nuttall's White-crowned Sparrow,https://www.inaturalist.org/observations/6868346,"{'x': -122.942521667, 'y': 38.078850000000045, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.942521667,38.078850000000045,-122.90530061399994,38.027592301000055,Aves,Aves
21413894,6341270,50854,Plantae,leslie_flint,2017-05-22T10:42:00-07:00,5,2017,2017-05-28T05:49:11+00:00,research,37.9903285801,-122.9652714729,31,Iris,douglasiana,,Iris douglasiana,Douglas iris,https://www.inaturalist.org/observations/6341270,"{'x': -122.96527147299997, 'y': 37.99032858000004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96527147299997,37.99032858000004,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
19602696,6034161,52586,Plantae,raphaela_fb,2017-04-29T17:09:00-07:00,4,2017,2024-10-15T23:37:40+00:00,research,37.9901449753,-122.9651903242,48,Silybum,marianum,,Silybum marianum,milk thistle,https://www.inaturalist.org/observations/6034161,"{'x': -122.96519032399999, 'y': 37.99014497500008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96519032399999,37.99014497500008,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
16552406,5196343,77069,Plantae,gretchenparadis,2017-02-27T12:45:00-08:00,2,2017,2024-07-06T23:56:04+00:00,research,37.990229,-122.9652547,190,Erysimum,concinnum,,Erysimum concinnum,headland wallflower,https://www.inaturalist.org/observations/5196343,"{'x': -122.96525469999995, 'y': 37.990229000000056, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96525469999995,37.990229000000056,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
19409359,131966094,63287,Other,drustranger,2022-08-19T17:56:00-07:00,8,2022,2022-09-04T03:24:14+00:00,research,38.017243658,-122.8578845301,15,Megalorchestia,californiana,,Megalorchestia californiana,California Beach Flea,https://www.inaturalist.org/observations/131966094,"{'x': -122.85788452999998, 'y': 38.01724365800004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.85788452999998,38.01724365800004,-122.90530061399994,38.027592301000055,Malacostraca,Malacostraca
17807301,132022614,52764,Plantae,sarabseth,2022-07-09T12:27:00-07:00,7,2022,2022-08-23T17:14:53+00:00,research,38.0739634,-122.9516191,190,Prunella,vulgaris,,Prunella vulgaris,common selfheal,https://www.inaturalist.org/observations/132022614,"{'x': -122.95161909999996, 'y': 38.073963400000025, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.95161909999996,38.073963400000025,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
22161542,174413793,59192,Insecta,arlenedevitt,2023-07-21T21:03:00-07:00,7,2023,2024-11-28T19:30:22+00:00,research,38.0739634,-122.9516191,36,Polites,sabuleti,,Polites sabuleti,Sandhill Skipper,https://www.inaturalist.org/observations/174413793,"{'x': -122.95161909999996, 'y': 38.073963400000025, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.95161909999996,38.073963400000025,-122.90530061399994,38.027592301000055,Insecta,Insecta
22486461,174413800,50876,Plantae,arlenedevitt,2023-07-21T21:03:00-07:00,7,2023,2025-12-06T20:12:13+00:00,research,38.0739634,-122.9516191,36,Layia,platyglossa,,Layia platyglossa,tidy tips,https://www.inaturalist.org/observations/174413800,"{'x': -122.95161909999996, 'y': 38.073963400000025, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.95161909999996,38.073963400000025,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
17658370,5932069,77069,Plantae,allisonbtitus,2017-04-23T12:00:20-07:00,4,2017,2024-07-06T23:56:03+00:00,research,37.9905083333,-122.9656966667,,Erysimum,concinnum,,Erysimum concinnum,headland wallflower,https://www.inaturalist.org/observations/5932069,"{'x': -122.96569666699997, 'y': 37.99050833300004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96569666699997,37.99050833300004,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
21968575,217784166,9981,Aves,samstrich,2024-05-22T14:47:13-07:00,5,2024,2024-05-23T22:35:11+00:00,research,37.99103,-122.96647,4,Passerculus,sandwichensis,,Passerculus sandwichensis,Savannah Sparrow,https://www.inaturalist.org/observations/217784166,"{'x': -122.96646999999996, 'y': 37.99103000000008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96646999999996,37.99103000000008,-122.90530061399994,38.027592301000055,Aves,Aves
22577418,259411292,4399,Aves,bigjag,2025-01-21T05:13:00-08:00,1,2025,2025-01-24T19:01:04+00:00,research,37.9900030019,-122.9659455178,15,Larus,glaucescens,,Larus glaucescens,Glaucous-winged Gull,https://www.inaturalist.org/observations/259411292,"{'x': -122.96594551799996, 'y': 37.99000300200004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96594551799996,37.99000300200004,-122.90530061399994,38.027592301000055,Aves,Aves
21814585,174531656,60982,Plantae,meganhur,2023-07-22T17:41:38-07:00,7,2023,2025-10-01T03:56:46+00:00,research,38.0169916667,-122.8564916667,10,Cakile,maritima,,Cakile maritima,European Searocket,https://www.inaturalist.org/observations/174531656,"{'x': -122.85649166699994, 'y': 38.01699166700007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.85649166699994,38.01699166700007,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
22087140,217969708,49998,Reptilia,olliecat,2024-05-24T08:45:00-07:00,5,2024,2024-07-19T07:30:31+00:00,research,38.0246731888,-122.9781559613,28300,Thamnophis,sirtalis,infernalis,Thamnophis sirtalis infernalis,California Red-sided Garter Snake,https://www.inaturalist.org/observations/217969708,"{'x': -122.97815596099997, 'y': 38.024673189000055, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97815596099997,38.024673189000055,-122.90530061399994,38.027592301000055,Reptilia,Reptilia
20767781,90488106,3855,Aves,eddiemon,2021-08-07T12:37:01-07:00,8,2021,2021-08-09T03:30:47+00:00,research,38.0840682842,-122.9341417337,226,Calidris,mauri,,Calidris mauri,Western Sandpiper,https://www.inaturalist.org/observations/90488106,"{'x': -122.93414173399998, 'y': 38.08406828400007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.93414173399998,38.08406828400007,-122.90530061399994,38.027592301000055,Aves,Aves
22602252,259666222,15256,Aves,gnarlyshields,2025-01-25T07:48:28-08:00,1,2025,2025-02-27T17:58:58+00:00,research,38.0183566997,-122.8541943997,,Chamaea,fasciata,,Chamaea fasciata,Wrentit,https://www.inaturalist.org/observations/259666222,"{'x': -122.85419439999998, 'y': 38.01835670000003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.85419439999998,38.01835670000003,-122.90530061399994,38.027592301000055,Aves,Aves
18872223,5917040,61319,Plantae,lenaz,2017-04-22T17:06:28-07:00,4,2017,2024-01-24T19:08:06+00:00,research,37.9925264838,-122.9712558166,5,Calystegia,purpurata,,Calystegia purpurata,Pacific False Bindweed,https://www.inaturalist.org/observations/5917040,"{'x': -122.97125581699999, 'y': 37.99252648400005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97125581699999,37.99252648400005,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
22089782,132081547,42221,Mammalia,jkehoe,2022-08-21T11:21:00-07:00,8,2022,2022-12-16T00:28:02+00:00,research,37.993072588,-122.9716005252,31,Odocoileus,hemionus,columbianus,Odocoileus hemionus columbianus,Black-tailed Deer,https://www.inaturalist.org/observations/132081547,"{'x': -122.97160052499999, 'y': 37.993072588000075, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97160052499999,37.993072588000075,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
21930467,174087876,1456659,Insecta,icosahedron,2023-07-20T12:18:00-07:00,7,2023,2023-07-23T02:08:03+00:00,research,38.0774125188,-122.9533295841,8,Argynnis,zerene,puntareyes,Argynnis zerene puntareyes,Point Reyes Silverspot,https://www.inaturalist.org/observations/174087876,"{'x': -122.95332958399996, 'y': 38.07741251900006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.95332958399996,38.07741251900006,-122.90530061399994,38.027592301000055,Insecta,Insecta
19750336,173545762,58965,Plantae,paulgbarnett,2023-07-16T12:58:00-07:00,7,2023,2023-10-06T18:20:48+00:00,research,38.0780862142,-122.9525197862,815,Leptosiphon,parviflorus,,Leptosiphon parviflorus,variable linanthus,https://www.inaturalist.org/observations/173545762,"{'x': -122.95251978599998, 'y': 38.07808621400005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.95251978599998,38.07808621400005,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
19215895,173545758,1409,Aves,paulgbarnett,2023-07-16T12:40:00-07:00,7,2023,2023-07-18T15:08:00+00:00,research,38.0783824172,-122.9530059798,213,Callipepla,californica,,Callipepla californica,California Quail,https://www.inaturalist.org/observations/173545758,"{'x': -122.95300597999994, 'y': 38.07838241700006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.95300597999994,38.07838241700006,-122.90530061399994,38.027592301000055,Aves,Aves
22672880,259444717,4345,Aves,iburyl,2025-01-18T12:52:00-08:00,1,2025,2025-04-13T04:00:43+00:00,research,37.9943886357,-122.9735351287,9,Larus,occidentalis,,Larus occidentalis,Western Gull,https://www.inaturalist.org/observations/259444717,"{'x': -122.97353512899997, 'y': 37.99438863600005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97353512899997,37.99438863600005,-122.90530061399994,38.027592301000055,Aves,Aves
19969697,173545764,60264,Plantae,paulgbarnett,2023-07-16T13:06:00-07:00,7,2023,2024-10-06T00:43:59+00:00,research,38.077444903,-122.9549377112,188,Triglochin,maritima,,Triglochin maritima,common arrowgrass,https://www.inaturalist.org/observations/173545764,"{'x': -122.95493771099996, 'y': 38.07744490300007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.95493771099996,38.07744490300007,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
20413986,6329269,48795,Plantae,leslie_flint,2017-05-22T10:14:00-07:00,5,2017,2017-05-23T15:31:26+00:00,research,37.995080447,-122.9740905762,977,Sidalcea,malviflora,,Sidalcea malviflora,Dwarf Checkermallow,https://www.inaturalist.org/observations/6329269,"{'x': -122.97409057599998, 'y': 37.99508044700008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97409057599998,37.99508044700008,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
20900645,6329264,53212,Plantae,leslie_flint,2017-05-22T10:04:00-07:00,5,2017,2017-05-23T04:57:16+00:00,research,37.995080447,-122.9740905762,977,Silene,gallica,,Silene gallica,Common catchfly,https://www.inaturalist.org/observations/6329264,"{'x': -122.97409057599998, 'y': 37.99508044700008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97409057599998,37.99508044700008,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
17867067,216917676,1289607,Aves,datadan,2024-05-19T06:49:00-07:00,5,2024,2025-12-31T12:07:15+00:00,research,37.9961674195,-122.9747052805,61,Urile,penicillatus,,Urile penicillatus,Townsend's Cormorant,https://www.inaturalist.org/observations/216917676,"{'x': -122.97470528099996, 'y': 37.99616741900007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97470528099996,37.99616741900007,-122.90530061399994,38.027592301000055,Aves,Aves
